"Single-threaded AllocMem";D2010Mem;129491;197208;"20111011 19:38:39.089"
"Fragmentation Test";NedMallocMM;1554;115928;"20111011 19:38:41.579"
"ReallocMem benchmark";NedMallocMM;4228;264408;"20111011 19:38:44.023"
"Block downsize";NedMallocMM;10373;276184;"20111011 19:38:48.546"
"Small upsize benchmark";NedMallocMM;1467;276440;"20111011 19:38:50.130"
"Small downsize benchmark";NedMallocMM;1805;276440;"20111011 19:38:51.748"
"Block size spread benchmark";NedMallocMM;1210;276440;"20111011 19:38:53.163"
"Raw Performance 1 thread";NedMallocMM;2347;276440;"20111011 19:38:54.964"
"Address space creep benchmark";NedMallocMM;7906;276440;"20111011 19:38:58.651"
"Large block spread benchmark";NedMallocMM;9320;449496;"20111011 19:39:02.816"
"Array Upsize 1 thread";NedMallocMM;23;449496;"20111011 19:39:03.829"
"Address space creep (larger blocks)";NedMallocMM;2539;508888;"20111011 19:39:05.696"
"Single-threaded reallocate and use";NedMallocMM;8024;508888;"20111011 19:39:09.422"
"Single-threaded allocate, use and free";NedMallocMM;6296;508888;"20111011 19:39:12.561"
"Single Variables Access 6 arrays at a time";NedMallocMM;17595;510168;"20111011 19:39:28.543"
"Double Variables Access 3 arrays at a time";NedMallocMM;3980;510168;"20111011 19:39:30.898"
"Double Variables Access 6 arrays at a time";NedMallocMM;3953;510168;"20111011 19:39:33.242"
"Double Variables Access 18 arrays at a time";NedMallocMM;5555;510168;"20111011 19:39:36.130"
"Move Benchmark1 2 arrays at a time";NedMallocMM;2042;510168;"20111011 19:39:37.829"
"Move Benchmark2 4 arrays at a time";NedMallocMM;2144;510168;"20111011 19:39:39.561"
FillCharMultiThread;NedMallocMM;347;511448;"20111011 19:39:40.683"
SortIntegerArrayBenchmark;NedMallocMM;3189;510168;"20111011 19:39:42.770"
SortExtendedArrayBenchmark;NedMallocMM;1396;514008;"20111011 19:39:44.248"
MemFree1;NedMallocMM;29727;510296;"20111011 19:39:55.333"
MemFree2;NedMallocMM;295;510296;"20111011 19:39:56.441"
"Linked-list container benchmark";NedMallocMM;962;509016;"20111011 19:39:57.774"
"Multi-threaded allocate, use and free";NedMallocMM;4754;521816;"20111011 19:40:00.392"
"Multi-threaded reallocate and use";NedMallocMM;2769;521816;"20111011 19:40:02.336"
QuickSortIntegerArrayBenchmark;NedMallocMM;7166;510296;"20111011 19:40:05.771"
QuickSortExtendedArrayBenchmark;NedMallocMM;416;514136;"20111011 19:40:06.919"
"NexusDB with 1 thread(s)";NedMallocMM;15486;510296;"20111011 19:40:13.173"
"NexusDB with 2 thread(s)";NedMallocMM;7989;511576;"20111011 19:40:16.887"
"NexusDB with 4 thread(s)";NedMallocMM;4217;514136;"20111011 19:40:19.322"
"NexusDB with 8 thread(s)";NedMallocMM;4385;519256;"20111011 19:40:21.813"
"Transient threaded objects";NedMallocMM;1372;631896;"20111011 19:40:23.283"
"Raw Performance 8 threads";NedMallocMM;2587;520280;"20111011 19:40:25.164"
ManyShortLivedThreads;NedMallocMM;751;510040;"20111011 19:40:26.426"
StringThreadTest;NedMallocMM;4365;510040;"20111011 19:40:28.914"
"Single-threaded AllocMem";NedMallocMM;127290;510040;"20111011 19:41:25.091"
"Fragmentation Test";MSVCRTMem;27230;56624;"20111011 19:41:36.336"
"ReallocMem benchmark";MSVCRTMem;34549;197720;"20111011 19:41:49.064"
"Block downsize";MSVCRTMem;1601715;209440;"20111011 19:50:53.262"
"Small upsize benchmark";MSVCRTMem;2652;205536;"20111011 19:51:10.346"
"Small downsize benchmark";MSVCRTMem;4117;205536;"20111011 19:51:12.751"
"Block size spread benchmark";MSVCRTMem;1935;205536;"20111011 19:51:14.416"
"Raw Performance 1 thread";MSVCRTMem;5221;198232;"20111011 19:51:17.193"
"Address space creep benchmark";MSVCRTMem;21666;201628;"20111011 19:51:25.544"
"Large block spread benchmark";MSVCRTMem;12695;311064;"20111011 19:51:30.855"
"Array Upsize 1 thread";MSVCRTMem;180;311868;"20111011 19:51:31.922"
"Address space creep (larger blocks)";MSVCRTMem;7448;392024;"20111011 19:51:35.457"
"Single-threaded reallocate and use";MSVCRTMem;10669;392024;"20111011 19:51:40.080"
"Single-threaded allocate, use and free";MSVCRTMem;8762;392024;"20111011 19:51:44.056"
"Single Variables Access 6 arrays at a time";MSVCRTMem;16427;393304;"20111011 19:51:59.649"
"Double Variables Access 3 arrays at a time";MSVCRTMem;3943;393304;"20111011 19:52:01.990"
"Double Variables Access 6 arrays at a time";MSVCRTMem;3814;393304;"20111011 19:52:04.288"
"Double Variables Access 18 arrays at a time";MSVCRTMem;4269;393304;"20111011 19:52:06.742"
"Move Benchmark1 2 arrays at a time";MSVCRTMem;2078;409368;"20111011 19:52:08.453"
"Move Benchmark2 4 arrays at a time";MSVCRTMem;2243;409368;"20111011 19:52:10.219"
FillCharMultiThread;MSVCRTMem;526;399768;"20111011 19:52:11.403"
SortIntegerArrayBenchmark;MSVCRTMem;3217;393304;"20111011 19:52:13.500"
SortExtendedArrayBenchmark;MSVCRTMem;1322;397144;"20111011 19:52:14.954"
MemFree1;MSVCRTMem;29878;393304;"20111011 19:52:26.091"
MemFree2;MSVCRTMem;294;393304;"20111011 19:52:27.200"
"Linked-list container benchmark";MSVCRTMem;941;392024;"20111011 19:52:28.527"
"Multi-threaded allocate, use and free";MSVCRTMem;5324;404824;"20111011 19:52:31.338"
"Multi-threaded reallocate and use";MSVCRTMem;3028;404824;"20111011 19:52:33.370"
QuickSortIntegerArrayBenchmark;MSVCRTMem;7111;393304;"20111011 19:52:36.788"
QuickSortExtendedArrayBenchmark;MSVCRTMem;402;397144;"20111011 19:52:37.931"
"NexusDB with 1 thread(s)";MSVCRTMem;50571;393304;"20111011 19:52:56.082"
"NexusDB with 2 thread(s)";MSVCRTMem;26081;394584;"20111011 19:53:05.930"
"NexusDB with 4 thread(s)";MSVCRTMem;14709;397144;"20111011 19:53:11.923"
"NexusDB with 8 thread(s)";MSVCRTMem;13985;402264;"20111011 19:53:17.670"
"Transient threaded objects";MSVCRTMem;3803;514904;"20111011 19:53:19.965"
"Raw Performance 8 threads";MSVCRTMem;7382;403288;"20111011 19:53:23.474"
ManyShortLivedThreads;MSVCRTMem;2072;392024;"20111011 19:53:25.182"
StringThreadTest;MSVCRTMem;5936;392024;"20111011 19:53:28.201"
"Single-threaded AllocMem";MSVCRTMem;129094;392024;"20111011 19:54:24.995"
"Fragmentation Test";TopMM;27243;55292;"20111011 19:54:36.215"
"ReallocMem benchmark";TopMM;13054;276776;"20111011 19:54:41.656"
"Block downsize";TopMM;3301587;96168;"20111011 20:13:22.010"
"Small upsize benchmark";TopMM;10733;251816;"20111011 20:13:28.547"
"Small downsize benchmark";TopMM;10752;251816;"20111011 20:13:33.202"
"Block size spread benchmark";TopMM;8822;251816;"20111011 20:13:37.203"
"Raw Performance 1 thread";TopMM;6930;324240;"20111011 20:13:40.558"
"Address space creep benchmark";TopMM;48876;264100;"20111011 20:13:58.136"
"Large block spread benchmark";TopMM;9764;702608;"20111011 20:14:02.452"
"Array Upsize 1 thread";TopMM;49;696464;"20111011 20:14:03.476"
"Address space creep (larger blocks)";TopMM;4776;773436;"20111011 20:14:06.102"
"Single-threaded reallocate and use";TopMM;11776;818024;"20111011 20:14:11.102"
"Single-threaded allocate, use and free";TopMM;10286;329992;"20111011 20:14:15.594"
"Single Variables Access 6 arrays at a time";TopMM;16651;261472;"20111011 20:14:31.263"
"Double Variables Access 3 arrays at a time";TopMM;3970;266612;"20111011 20:14:33.615"
"Double Variables Access 6 arrays at a time";TopMM;4072;266612;"20111011 20:14:36.001"
"Double Variables Access 18 arrays at a time";TopMM;5831;266612;"20111011 20:14:38.985"
"Move Benchmark1 2 arrays at a time";TopMM;2099;301748;"20111011 20:14:40.702"
"Move Benchmark2 4 arrays at a time";TopMM;2138;301748;"20111011 20:14:42.433"
FillCharMultiThread;TopMM;461;290212;"20111011 20:14:43.595"
SortIntegerArrayBenchmark;TopMM;3265;278908;"20111011 20:14:45.708"
SortExtendedArrayBenchmark;TopMM;1102;280696;"20111011 20:14:47.089"
MemFree1;TopMM;30127;310048;"20111011 20:14:58.309"
MemFree2;TopMM;295;310048;"20111011 20:14:59.416"
"Linked-list container benchmark";TopMM;1095;308768;"20111011 20:15:00.797"
"Multi-threaded allocate, use and free";TopMM;5497;345512;"20111011 20:15:03.666"
"Multi-threaded reallocate and use";TopMM;3206;345512;"20111011 20:15:05.759"
QuickSortIntegerArrayBenchmark;TopMM;7233;333992;"20111011 20:15:09.219"
QuickSortExtendedArrayBenchmark;TopMM;427;313888;"20111011 20:15:10.370"
"NexusDB with 1 thread(s)";TopMM;43318;328588;"20111011 20:15:26.062"
"NexusDB with 2 thread(s)";TopMM;22166;346900;"20111011 20:15:34.582"
"NexusDB with 4 thread(s)";TopMM;11627;380792;"20111011 20:15:39.531"
"NexusDB with 8 thread(s)";TopMM;12048;453428;"20111011 20:15:44.620"
"Transient threaded objects";TopMM;5804;438644;"20111011 20:15:47.595"
"Raw Performance 8 threads";TopMM;7131;373796;"20111011 20:15:51.019"
ManyShortLivedThreads;TopMM;2285;362912;"20111011 20:15:52.801"
StringThreadTest;TopMM;4353;679604;"20111011 20:15:55.286"
"Single-threaded AllocMem";TopMM;128175;566896;"20111011 20:16:51.769"
"Fragmentation Test";ScaleMem2;2008;160260;"20111011 20:16:54.492"
"ReallocMem benchmark";ScaleMem2;5066;309060;"20111011 20:16:57.225"
"Block downsize";ScaleMem2;9043;258372;"20111011 20:17:01.310"
"Small upsize benchmark";ScaleMem2;757;354820;"20111011 20:17:02.634"
"Small downsize benchmark";ScaleMem2;971;411140;"20111011 20:17:03.973"
"Block size spread benchmark";ScaleMem2;1059;289284;"20111011 20:17:05.341"
"Raw Performance 1 thread";ScaleMem2;1939;193348;"20111011 20:17:07.007"
"Address space creep benchmark";ScaleMem2;13429;283332;"20111011 20:17:12.568"
"Large block spread benchmark";ScaleMem2;14493;379716;"20111011 20:17:18.489"
"Array Upsize 1 thread";ScaleMem2;14;125764;"20111011 20:17:19.501"
"Address space creep (larger blocks)";ScaleMem2;5327;462660;"20111011 20:17:22.317"
"Single-threaded reallocate and use";ScaleMem2;7495;244548;"20111011 20:17:25.865"
"Single-threaded allocate, use and free";ScaleMem2;7394;226116;"20111011 20:17:29.378"
"Single Variables Access 6 arrays at a time";ScaleMem2;15349;135240;"20111011 20:17:44.601"
"Double Variables Access 3 arrays at a time";ScaleMem2;3944;138312;"20111011 20:17:46.945"
"Double Variables Access 6 arrays at a time";ScaleMem2;3758;138312;"20111011 20:17:49.225"
"Double Variables Access 18 arrays at a time";ScaleMem2;4165;138312;"20111011 20:17:51.643"
"Move Benchmark1 2 arrays at a time";ScaleMem2;2067;156744;"20111011 20:17:53.351"
"Move Benchmark2 4 arrays at a time";ScaleMem2;2209;156744;"20111011 20:17:55.105"
FillCharMultiThread;ScaleMem2;503;137548;"20111011 20:17:56.281"
SortIntegerArrayBenchmark;ScaleMem2;3302;135244;"20111011 20:17:58.408"
SortExtendedArrayBenchmark;ScaleMem2;1635;142164;"20111011 20:17:59.969"
MemFree1;ScaleMem2;29809;145492;"20111011 20:18:11.082"
MemFree2;ScaleMem2;295;134228;"20111011 20:18:12.193"
"Linked-list container benchmark";ScaleMem2;1291;194388;"20111011 20:18:13.641"
"Multi-threaded allocate, use and free";ScaleMem2;4308;204140;"20111011 20:18:16.108"
"Multi-threaded reallocate and use";ScaleMem2;2521;208236;"20111011 20:18:17.970"
QuickSortIntegerArrayBenchmark;ScaleMem2;7085;132204;"20111011 20:18:21.379"
QuickSortExtendedArrayBenchmark;ScaleMem2;399;139116;"20111011 20:18:22.521"
"NexusDB with 1 thread(s)";ScaleMem2;11695;152684;"20111011 20:18:27.494"
"NexusDB with 2 thread(s)";ScaleMem2;6053;174444;"20111011 20:18:30.552"
"NexusDB with 4 thread(s)";ScaleMem2;3212;218988;"20111011 20:18:32.647"
"NexusDB with 8 thread(s)";ScaleMem2;3306;303980;"20111011 20:18:34.773"
"Transient threaded objects";ScaleMem2;740;254828;"20111011 20:18:36.030"
"Raw Performance 8 threads";ScaleMem2;1942;235372;"20111011 20:18:37.696"
ManyShortLivedThreads;ScaleMem2;1881;131120;"20111011 20:18:39.339"
StringThreadTest;ScaleMem2;16503;131120;"20111011 20:18:45.941"
"Single-threaded AllocMem";ScaleMem2;128437;273456;"20111011 20:19:42.510"
"Fragmentation Test";JeMallocFFMM;10904;57304;"20111011 20:19:48.186"
"ReallocMem benchmark";JeMallocFFMM;8754;211928;"20111011 20:19:52.169"
"Block downsize";JeMallocFFMM;24291;80856;"20111011 20:20:01.444"
"Small upsize benchmark";JeMallocFFMM;2046;169944;"20111011 20:20:03.270"
"Small downsize benchmark";JeMallocFFMM;3187;96216;"20111011 20:20:05.360"
"Block size spread benchmark";JeMallocFFMM;1806;143320;"20111011 20:20:06.984"
"Raw Performance 1 thread";JeMallocFFMM;6332;100312;"20111011 20:20:10.137"
"Address space creep benchmark";JeMallocFFMM;14605;160728;"20111011 20:20:16.097"
"Large block spread benchmark";JeMallocFFMM;12736;294872;"20111011 20:20:21.422"
"Array Upsize 1 thread";JeMallocFFMM;21;22488;"20111011 20:20:22.436"
"Address space creep (larger blocks)";JeMallocFFMM;22149;394200;"20111011 20:20:30.956"
"Single-threaded reallocate and use";JeMallocFFMM;9846;138200;"20111011 20:20:35.301"
"Single-threaded allocate, use and free";JeMallocFFMM;8966;104408;"20111011 20:20:39.348"
"Single Variables Access 6 arrays at a time";JeMallocFFMM;17886;23768;"20111011 20:20:55.431"
"Double Variables Access 3 arrays at a time";JeMallocFFMM;3919;26840;"20111011 20:20:57.767"
"Double Variables Access 6 arrays at a time";JeMallocFFMM;3963;26840;"20111011 20:21:00.117"
"Double Variables Access 18 arrays at a time";JeMallocFFMM;5554;26840;"20111011 20:21:03.006"
"Move Benchmark1 2 arrays at a time";JeMallocFFMM;2108;40152;"20111011 20:21:04.727"
"Move Benchmark2 4 arrays at a time";JeMallocFFMM;2139;39128;"20111011 20:21:06.460"
FillCharMultiThread;JeMallocFFMM;500;31192;"20111011 20:21:07.635"
SortIntegerArrayBenchmark;JeMallocFFMM;3228;23768;"20111011 20:21:09.736"
SortExtendedArrayBenchmark;JeMallocFFMM;1544;27608;"20111011 20:21:11.266"
MemFree1;JeMallocFFMM;29746;23768;"20111011 20:21:22.359"
MemFree2;JeMallocFFMM;295;23768;"20111011 20:21:23.470"
"Linked-list container benchmark";JeMallocFFMM;922;111576;"20111011 20:21:24.793"
"Multi-threaded allocate, use and free";JeMallocFFMM;18842;66008;"20111011 20:21:32.188"
"Multi-threaded reallocate and use";JeMallocFFMM;7840;73176;"20111011 20:21:35.853"
QuickSortIntegerArrayBenchmark;JeMallocFFMM;7147;23768;"20111011 20:21:39.285"
QuickSortExtendedArrayBenchmark;JeMallocFFMM;417;27608;"20111011 20:21:40.433"
"NexusDB with 1 thread(s)";JeMallocFFMM;20537;43224;"20111011 20:21:48.404"
"NexusDB with 2 thread(s)";JeMallocFFMM;17002;66008;"20111011 20:21:55.174"
"NexusDB with 4 thread(s)";JeMallocFFMM;24507;108504;"20111011 20:22:04.489"
"NexusDB with 8 thread(s)";JeMallocFFMM;25283;193496;"20111011 20:22:14.068"
"Transient threaded objects";JeMallocFFMM;44592;145368;"20111011 20:22:30.194"
"Raw Performance 8 threads";JeMallocFFMM;54506;110552;"20111011 20:22:49.681"
ManyShortLivedThreads;JeMallocFFMM;4445;23512;"20111011 20:22:52.195"
StringThreadTest;JeMallocFFMM;30601;23512;"20111011 20:23:03.580"
"Single-threaded AllocMem";JeMallocFFMM;132793;188376;"20111011 20:24:01.626"
"Fragmentation Test";ScaleMem3;773;57692;"20111011 20:24:03.883"
"Fragmentation Test";HoardMem;27606;57840;"20111011 21:30:49.299"
"ReallocMem benchmark";HoardMem;107814;237528;"20111011 21:31:26.868"
"Block downsize";HoardMem;571795;264480;"20111011 21:34:41.738"
"Small upsize benchmark";HoardMem;3948;392160;"20111011 21:34:44.277"
"Small downsize benchmark";HoardMem;6471;418080;"20111011 21:34:47.484"
"Block size spread benchmark";HoardMem;2505;427296;"20111011 21:34:49.343"
"Raw Performance 1 thread";HoardMem;106362;467940;"20111011 21:35:26.412"
"Address space creep benchmark";HoardMem;28050;525980;"20111011 21:35:36.934"
"Large block spread benchmark";HoardMem;20481;787352;"20111011 21:35:44.885"
"Array Upsize 1 thread";HoardMem;74634;522876;"20111011 21:36:11.201"
"Address space creep (larger blocks)";HoardMem;1534104;808700;"20111011 21:44:52.322"
"Single-threaded reallocate and use";HoardMem;25981;582436;"20111011 21:45:02.140"
"Single-threaded allocate, use and free";HoardMem;23004;582436;"20111011 21:45:10.950"
"Single Variables Access 6 arrays at a time";HoardMem;17571;544056;"20111011 21:45:26.935"
"Double Variables Access 3 arrays at a time";HoardMem;9097;546648;"20111011 21:45:31.028"
"Double Variables Access 6 arrays at a time";HoardMem;9326;546648;"20111011 21:45:35.197"
"Double Variables Access 18 arrays at a time";HoardMem;11419;546648;"20111011 21:45:40.077"
"Move Benchmark1 2 arrays at a time";HoardMem;2160;559832;"20111011 21:45:41.818"
"Move Benchmark2 4 arrays at a time";HoardMem;2282;559832;"20111011 21:45:43.599"
FillCharMultiThread;HoardMem;608;550528;"20111011 21:45:44.815"
SortIntegerArrayBenchmark;HoardMem;3215;543768;"20111011 21:45:46.914"
SortExtendedArrayBenchmark;HoardMem;1068;547996;"20111011 21:45:48.287"
MemFree1;HoardMem;31018;686744;"20111011 21:45:59.812"
MemFree2;HoardMem;293;686744;"20111011 21:46:00.926"
"Linked-list container benchmark";HoardMem;1321;725592;"20111011 21:46:02.388"
"Multi-threaded allocate, use and free";HoardMem;36914;753368;"20111011 21:46:15.912"
"Multi-threaded reallocate and use";HoardMem;19779;754476;"20111011 21:46:23.627"
QuickSortIntegerArrayBenchmark;HoardMem;7098;726872;"20111011 21:46:27.044"
QuickSortExtendedArrayBenchmark;HoardMem;548;731320;"20111011 21:46:28.240"
"NexusDB with 1 thread(s)";HoardMem;60706;726872;"20111011 21:46:49.830"
"NexusDB with 2 thread(s)";HoardMem;76951;728152;"20111011 21:47:16.927"
"NexusDB with 4 thread(s)";HoardMem;109620;745048;"20111011 21:47:55.101"
"NexusDB with 8 thread(s)";HoardMem;91517;814424;"20111011 21:48:27.138"
"Transient threaded objects";HoardMem;19827;927064;"20111011 21:48:34.870"
"Raw Performance 8 threads";HoardMem;1015099;857164;"20111011 21:54:20.032"
ManyShortLivedThreads;HoardMem;4667;813208;"20111011 21:54:22.623"
StringThreadTest;HoardMem;9475;1033368;"20111011 21:54:26.844"
"Single-threaded AllocMem";HoardMem;253437;1188812;"20111011 21:56:05.800"
